source,type,year,var_short,value,iso3,var_long,residence,san_service_chain
WHS,Survey with microdata,2003,s_od_u,6.74,PHL,Open defecation,urban,open defecation
DHS,Survey with microdata,2003,s_od_u,3.9,PHL,Open defecation,urban,open defecation
FIES,Survey with microdata,2003,s_od_u,4.806007356301,PHL,Open defecation,urban,open defecation
FIES,Survey with microdata,2006,s_od_u,4.391119487424548,PHL,Open defecation,urban,open defecation
DHS,Survey with microdata,2008,s_od_u,3.9,PHL,Open defecation,urban,open defecation
FIES,Survey with microdata,2009,s_od_u,3.1,PHL,Open defecation,urban,open defecation
FIES,Survey with microdata,2012,s_od_u,1.6,PHL,Open defecation,urban,open defecation
NDHS,Survey with microdata,2013,s_od_u,5,PHL,Open defecation,urban,open defecation
APIS,Survey with microdata,2017,s_od_u,2.81032,PHL,Open defecation,urban,open defecation
DHS,Survey with microdata,2017,s_od_u,2.919995041148895,PHL,Open defecation,urban,open defecation
APIS,Survey with microdata,2019,s_od_u,2.06327,PHL,Open defecation,urban,open defecation
APIS,Survey with microdata,2020,s_od_u,1.62234,PHL,Open defecation,urban,open defecation
APIS,Survey with microdata,2017,s_sep_con_u,79.98554,PHL,Septic: contained,urban,containment
APIS,Survey with microdata,2019,s_sep_con_u,71.64235,PHL,Septic: contained,urban,containment
APIS,Survey with microdata,2020,s_sep_con_u,86.14477,PHL,Septic: contained,urban,containment
APIS,Survey with microdata,2017,s_sep_nemp_u,80.73325,PHL,Septic: not emptied,national,emptying
DHS,Survey with microdata,2017,s_sep_nemp_u,88.592169104044,PHL,Septic: not emptied,national,emptying
APIS,Survey with microdata,2019,s_sep_nemp_u,78.75755,PHL,Septic: not emptied,national,emptying
APIS,Survey with microdata,2020,s_sep_nemp_u,77.42628,PHL,Septic: not emptied,national,emptying
APIS,Survey with microdata,2017,s_sep_ebo_u,0.4269588867,PHL,Septic: emptied and buried onsite,urban,emptying
DHS,Survey with microdata,2017,s_sep_ebo_u,0.5977532272017508,PHL,Septic: emptied and buried onsite,urban,emptying
APIS,Survey with microdata,2019,s_sep_ebo_u,1.16962,PHL,Septic: emptied and buried onsite,urban,emptying
APIS,Survey with microdata,2020,s_sep_ebo_u,0.50312,PHL,Septic: emptied and buried onsite,urban,emptying
APIS,Survey with microdata,2017,s_sep_edl_u,16.115276142450004,PHL,Septic: emptied and discharged locally,urban,emptying
DHS,Survey with microdata,2017,s_sep_edl_u,4.211222450120863,PHL,Septic: emptied and discharged locally,urban,emptying
APIS,Survey with microdata,2019,s_sep_edl_u,5.58527,PHL,Septic: emptied and discharged locally,urban,emptying
APIS,Survey with microdata,2020,s_sep_edl_u,3.91415,PHL,Septic: emptied and discharged locally,urban,emptying
APIS,Survey with microdata,2017,s_sep_ero_u,2.7245188242,PHL,Septic: emptied and removed offsite,urban,emptying
DHS,Survey with microdata,2017,s_sep_ero_u,6.598854077850303,PHL,Septic: emptied and removed offsite,urban,emptying
APIS,Survey with microdata,2019,s_sep_ero_u,14.48756,PHL,Septic: emptied and removed offsite,urban,emptying
APIS,Survey with microdata,2020,s_sep_ero_u,18.15646,PHL,Septic: emptied and removed offsite,urban,emptying
APIS,Survey with microdata,2017,s_lat_nemp_u,89.71503,PHL,Latrines: not emptied,national,emptying
DHS,Survey with microdata,2017,s_lat_nemp_u,94.22456520052516,PHL,Latrines: not emptied,national,emptying
APIS,Survey with microdata,2019,s_lat_nemp_u,95.44789,PHL,Latrines: not emptied,national,emptying
APIS,Survey with microdata,2020,s_lat_nemp_u,97.03164,PHL,Latrines: not emptied,national,emptying
APIS,Survey with microdata,2017,s_lat_ebo_u,0.535415996757,PHL,Latrines: emptied and buried onsite,urban,emptying
DHS,Survey with microdata,2017,s_lat_ebo_u,1.5601580528822565,PHL,Latrines: emptied and buried onsite,urban,emptying
APIS,Survey with microdata,2019,s_lat_ebo_u,0.89205,PHL,Latrines: emptied and buried onsite,urban,emptying
APIS,Survey with microdata,2020,s_lat_ebo_u,1.05859,PHL,Latrines: emptied and buried onsite,urban,emptying
APIS,Survey with microdata,2017,s_lat_edl_u,9.045786418047,PHL,Latrines: emptied and discharged locally,urban,emptying
DHS,Survey with microdata,2017,s_lat_edl_u,4.21527674659259,PHL,Latrines: emptied and discharged locally,urban,emptying
APIS,Survey with microdata,2019,s_lat_edl_u,0.6228,PHL,Latrines: emptied and discharged locally,urban,emptying
APIS,Survey with microdata,2020,s_lat_edl_u,0.34382,PHL,Latrines: emptied and discharged locally,urban,emptying
APIS,Survey with microdata,2017,s_lat_ero_u,0.7037675851959999,PHL,Latrines: emptied and removed offsite,urban,emptying
APIS,Survey with microdata,2019,s_lat_ero_u,3.03725,PHL,Latrines: emptied and removed offsite,urban,emptying
APIS,Survey with microdata,2020,s_lat_ero_u,1.56595,PHL,Latrines: emptied and removed offsite,urban,emptying
DHS,Survey with microdata,2008,s_shared_u,18.6,PHL,Shared,urban,sharing
NDHS,Survey with microdata,2013,s_shared_u,23.109829563145567,PHL,Shared,urban,sharing
APIS,Survey with microdata,2017,s_shared_u,16.24,PHL,Shared,urban,sharing
DHS,Survey with microdata,2017,s_shared_u,16.2,PHL,Shared,urban,sharing
APIS,Survey with microdata,2019,s_shared_u,11.542,PHL,Shared,urban,sharing
APIS,Survey with microdata,2020,s_shared_u,15.05744,PHL,Shared,urban,sharing
FIES,Survey with microdata,2000,s_imp_r,73.20862593996644,PHL,Improved,rural,user interface
CEN,Census,2000,s_imp_r,71.60470132280179,PHL,Improved,rural,user interface
WHS,Survey with microdata,2003,s_imp_r,80.8,PHL,Improved,rural,user interface
DHS,Survey with microdata,2003,s_imp_r,75,PHL,Improved,rural,user interface
FIES,Survey with microdata,2003,s_imp_r,73.195841455208,PHL,Improved,rural,user interface
FIES,Survey with microdata,2006,s_imp_r,76.8415265999525,PHL,Improved,rural,user interface
DHS,Survey with microdata,2008,s_imp_r,78.7,PHL,Improved,rural,user interface
FIES,Survey with microdata,2009,s_imp_r,85.19999999999999,PHL,Improved,rural,user interface
FIES,Survey with microdata,2012,s_imp_r,91.3,PHL,Improved,rural,user interface
NDHS,Survey with microdata,2013,s_imp_r,80.49999999999999,PHL,Improved,rural,user interface
APIS,Survey with microdata,2017,s_imp_r,84.20829,PHL,Improved,rural,user interface
DHS,Survey with microdata,2017,s_imp_r,89.4,PHL,Improved,rural,user interface
APIS,Survey with microdata,2019,s_imp_r,89.94024,PHL,Improved,rural,user interface
APIS,Survey with microdata,2020,s_imp_r,91.32324,PHL,Improved,rural,user interface
FIES,Survey with microdata,2000,s_sew_r,1.745706826134227,PHL,Sewer,rural,user interface
CEN,Census,2000,s_sew_r,1.7946438495093289,PHL,Sewer,rural,user interface
WHS,Survey with microdata,2003,s_sew_r,2.2,PHL,Sewer,rural,user interface
DHS,Survey with microdata,2003,s_sew_r,1.9867977528089888,PHL,Sewer,rural,user interface
FIES,Survey with microdata,2003,s_sew_r,1.805477035238117,PHL,Sewer,rural,user interface
FIES,Survey with microdata,2006,s_sew_r,2.90281668838417,PHL,Sewer,rural,user interface
DHS,Survey with microdata,2008,s_sew_r,3.3,PHL,Sewer,rural,user interface
NDHS,Survey with microdata,2013,s_sew_r,2.1,PHL,Sewer,rural,user interface
APIS,Survey with microdata,2017,s_sew_r,2.3755,PHL,Sewer,rural,user interface
DHS,Survey with microdata,2017,s_sew_r,3.7,PHL,Sewer,rural,user interface
APIS,Survey with microdata,2019,s_sew_r,6.31991,PHL,Sewer,rural,user interface
APIS,Survey with microdata,2020,s_sew_r,4.99274,PHL,Sewer,rural,user interface
DHS,Survey with microdata,2008,s_sep_r,52.6,PHL,Septic,rural,user interface
FIES,Survey with microdata,2012,s_sep_r,75.8,PHL,Septic,rural,user interface
NDHS,Survey with microdata,2013,s_sep_r,63.5,PHL,Septic,rural,user interface
APIS,Survey with microdata,2017,s_sep_r,59.93739,PHL,Septic,rural,user interface
DHS,Survey with microdata,2017,s_sep_r,72.5,PHL,Septic,rural,user interface
APIS,Survey with microdata,2019,s_sep_r,55.8142,PHL,Septic,rural,user interface
APIS,Survey with microdata,2020,s_sep_r,64.00297,PHL,Septic,rural,user interface
FIES,Survey with microdata,2000,s_lat_r,71.46291911383221,PHL,Latrines and other improved,rural,user interface
CEN,Census,2000,s_lat_r,69.81005747329246,PHL,Latrines and other improved,rural,user interface
WHS,Survey with microdata,2003,s_lat_r,62.9,PHL,Latrines and other improved,rural,user interface
DHS,Survey with microdata,2003,s_lat_r,73.01320224719102,PHL,Latrines and other improved,rural,user interface
FIES,Survey with microdata,2003,s_lat_r,71.39036441996988,PHL,Latrines and other improved,rural,user interface
FIES,Survey with microdata,2006,s_lat_r,73.93870991156834,PHL,Latrines and other improved,rural,user interface
DHS,Survey with microdata,2008,s_lat_r,22.800000000000004,PHL,Latrines and other improved,rural,user interface
FIES,Survey with microdata,2012,s_lat_r,15.5,PHL,Latrines and other improved,rural,user interface
NDHS,Survey with microdata,2013,s_lat_r,14.899999999999991,PHL,Latrines and other improved,rural,user interface
APIS,Survey with microdata,2017,s_lat_r,21.8954,PHL,Latrines and other improved,rural,user interface
DHS,Survey with microdata,2017,s_lat_r,13.200000000000005,PHL,Latrines and other improved,rural,user interface
APIS,Survey with microdata,2019,s_lat_r,27.806130000000003,PHL,Latrines and other improved,rural,user interface
APIS,Survey with microdata,2020,s_lat_r,22.327529999999996,PHL,Latrines and other improved,rural,user interface
WHS,Survey with microdata,2003,s_od_r,14.13,PHL,Open defecation,rural,open defecation
DHS,Survey with microdata,2003,s_od_r,15.4,PHL,Open defecation,rural,open defecation
FIES,Survey with microdata,2003,s_od_r,14.599464516123,PHL,Open defecation,rural,open defecation
FIES,Survey with microdata,2006,s_od_r,13.141641612916148,PHL,Open defecation,rural,open defecation
DHS,Survey with microdata,2008,s_od_r,15.3,PHL,Open defecation,rural,open defecation
FIES,Survey with microdata,2009,s_od_r,9.6,PHL,Open defecation,rural,open defecation
FIES,Survey with microdata,2012,s_od_r,4.9,PHL,Open defecation,rural,open defecation
NDHS,Survey with microdata,2013,s_od_r,13.3,PHL,Open defecation,rural,open defecation
APIS,Survey with microdata,2017,s_od_r,8.68406,PHL,Open defecation,rural,open defecation
DHS,Survey with microdata,2017,s_od_r,5.848165604022566,PHL,Open defecation,rural,open defecation
APIS,Survey with microdata,2019,s_od_r,5.53303,PHL,Open defecation,rural,open defecation
APIS,Survey with microdata,2020,s_od_r,5.56056,PHL,Open defecation,rural,open defecation
APIS,Survey with microdata,2017,s_sep_con_r,61.567620000000005,PHL,Septic: contained,rural,containment
APIS,Survey with microdata,2019,s_sep_con_r,81.03905,PHL,Septic: contained,rural,containment
APIS,Survey with microdata,2020,s_sep_con_r,91.75779,PHL,Septic: contained,rural,containment
APIS,Survey with microdata,2017,s_sep_nemp_r,96.81002,PHL,Septic: not emptied,national,emptying
DHS,Survey with microdata,2017,s_sep_nemp_r,93.65900328900932,PHL,Septic: not emptied,national,emptying
APIS,Survey with microdata,2019,s_sep_nemp_r,96.11136,PHL,Septic: not emptied,national,emptying
APIS,Survey with microdata,2020,s_sep_nemp_r,97.008,PHL,Septic: not emptied,national,emptying
APIS,Survey with microdata,2017,s_sep_ebo_r,0.5565358633679999,PHL,Septic: emptied and buried onsite,rural,emptying
DHS,Survey with microdata,2017,s_sep_ebo_r,1.5601654629583337,PHL,Septic: emptied and buried onsite,rural,emptying
APIS,Survey with microdata,2019,s_sep_ebo_r,1.15878,PHL,Septic: emptied and buried onsite,rural,emptying
APIS,Survey with microdata,2020,s_sep_ebo_r,0.98723,PHL,Septic: emptied and buried onsite,rural,emptying
APIS,Survey with microdata,2017,s_sep_edl_r,2.4753569562360003,PHL,Septic: emptied and discharged locally,rural,emptying
DHS,Survey with microdata,2017,s_sep_edl_r,3.388480263030383,PHL,Septic: emptied and discharged locally,rural,emptying
APIS,Survey with microdata,2019,s_sep_edl_r,1.13593,PHL,Septic: emptied and discharged locally,rural,emptying
APIS,Survey with microdata,2020,s_sep_edl_r,0.61103,PHL,Septic: emptied and discharged locally,rural,emptying
APIS,Survey with microdata,2017,s_sep_ero_r,0.158096861397,PHL,Septic: emptied and removed offsite,rural,emptying
DHS,Survey with microdata,2017,s_sep_ero_r,1.3923516191016363,PHL,Septic: emptied and removed offsite,rural,emptying
APIS,Survey with microdata,2019,s_sep_ero_r,1.59394,PHL,Septic: emptied and removed offsite,rural,emptying
APIS,Survey with microdata,2020,s_sep_ero_r,1.39374,PHL,Septic: emptied and removed offsite,rural,emptying
APIS,Survey with microdata,2017,s_lat_nemp_r,97.61277,PHL,Latrines: not emptied,national,emptying
DHS,Survey with microdata,2017,s_lat_nemp_r,91.17390517404338,PHL,Latrines: not emptied,national,emptying
APIS,Survey with microdata,2019,s_lat_nemp_r,99.09517,PHL,Latrines: not emptied,national,emptying
APIS,Survey with microdata,2020,s_lat_nemp_r,98.81645,PHL,Latrines: not emptied,national,emptying
APIS,Survey with microdata,2017,s_lat_ebo_r,0.272258090871,PHL,Latrines: emptied and buried onsite,rural,emptying
DHS,Survey with microdata,2017,s_lat_ebo_r,7.7155020183496,PHL,Latrines: emptied and buried onsite,rural,emptying
APIS,Survey with microdata,2019,s_lat_ebo_r,0.49649,PHL,Latrines: emptied and buried onsite,rural,emptying
APIS,Survey with microdata,2020,s_lat_ebo_r,0.62456,PHL,Latrines: emptied and buried onsite,rural,emptying
APIS,Survey with microdata,2017,s_lat_edl_r,1.7737114125540001,PHL,Latrines: emptied and discharged locally,rural,emptying
DHS,Survey with microdata,2017,s_lat_edl_r,1.1105928076070166,PHL,Latrines: emptied and discharged locally,rural,emptying
APIS,Survey with microdata,2019,s_lat_edl_r,0.12529,PHL,Latrines: emptied and discharged locally,rural,emptying
APIS,Survey with microdata,2020,s_lat_edl_r,0.29096,PHL,Latrines: emptied and discharged locally,rural,emptying
APIS,Survey with microdata,2017,s_lat_ero_r,0.34126049657499996,PHL,Latrines: emptied and removed offsite,rural,emptying
APIS,Survey with microdata,2019,s_lat_ero_r,0.28305,PHL,Latrines: emptied and removed offsite,rural,emptying
APIS,Survey with microdata,2020,s_lat_ero_r,0.26803,PHL,Latrines: emptied and removed offsite,rural,emptying
DHS,Survey with microdata,2008,s_shared_r,23.4,PHL,Shared,rural,sharing
NDHS,Survey with microdata,2013,s_shared_r,22.987800942361066,PHL,Shared,rural,sharing
APIS,Survey with microdata,2017,s_shared_r,14.4,PHL,Shared,rural,sharing
DHS,Survey with microdata,2017,s_shared_r,14.099999999999998,PHL,Shared,rural,sharing
APIS,Survey with microdata,2019,s_shared_r,8.22412,PHL,Shared,rural,sharing
APIS,Survey with microdata,2020,s_shared_r,9.65937,PHL,Shared,rural,sharing
ES,Admin,2005,s_sew_n,60.2,POL,Sewer,national,user interface
ES,Admin,2006,s_sew_n,61.4,POL,Sewer,national,user interface
ES,Admin,2007,s_sew_n,62.3,POL,Sewer,national,user interface
ES,Admin,2008,s_sew_n,63.1,POL,Sewer,national,user interface
ES,Admin,2009,s_sew_n,64.2,POL,Sewer,national,user interface
ES,Admin,2010,s_sew_n,64.6,POL,Sewer,national,user interface
ES,Admin,2011,s_sew_n,65.6,POL,Sewer,national,user interface
ES,Admin,2012,s_sew_n,68.7,POL,Sewer,national,user interface
ES,Admin,2013,s_sew_n,70.3,POL,Sewer,national,user interface
ES,Admin,2014,s_sew_n,71.4,POL,Sewer,national,user interface
ES,Admin,2015,s_sew_n,72.6,POL,Sewer,national,user interface
CC,Admin,2016,s_sew_n,70.2,POL,Sewer,national,user interface
ES,Admin,2016,s_sew_n,73.4,POL,Sewer,national,user interface
ES,Admin,2017,s_sew_n,73.5,POL,Sewer,national,user interface
ES,Admin,2005,s_sep_n,25.6,POL,Septic,national,user interface
ES,Admin,2006,s_sep_n,25.6,POL,Septic,national,user interface
ES,Admin,2007,s_sep_n,25.6,POL,Septic,national,user interface
ES,Admin,2008,s_sep_n,25.7,POL,Septic,national,user interface
ES,Admin,2009,s_sep_n,25.8,POL,Septic,national,user interface
ES,Admin,2010,s_sep_n,25.2,POL,Septic,national,user interface
ES,Admin,2011,s_sep_n,25.1,POL,Septic,national,user interface
ES,Admin,2012,s_sep_n,25.1,POL,Septic,national,user interface
ES,Admin,2013,s_sep_n,24.9,POL,Septic,national,user interface
ES,Admin,2014,s_sep_n,22.4,POL,Septic,national,user interface
ES,Admin,2015,s_sep_n,21.6,POL,Septic,national,user interface
ES,Admin,2016,s_sep_n,21.29,POL,Septic,national,user interface
ES,Admin,2017,s_sep_n,21.36,POL,Septic,national,user interface
ES,Admin,2005,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2006,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2007,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2008,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2009,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2010,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2011,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2012,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2013,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2014,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2015,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2016,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2017,s_lat_n,0,POL,Latrines and other improved,national,user interface
ES,Admin,2005,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2006,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2007,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2008,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2009,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2010,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2011,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2012,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2013,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2014,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2015,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2016,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2017,s_sep_ero_n,100,POL,Septic: emptied and removed offsite,national,emptying
ES,Admin,2005,s_treat_wtp_n,96.51162790697671,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2006,s_treat_wtp_n,98.8599348534202,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2007,s_treat_wtp_n,99.19743178170144,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2008,s_treat_wtp_n,99.68304278922346,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2009,s_treat_wtp_n,99.8442367601246,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2010,s_treat_wtp_n,99.8452012383901,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2011,s_treat_wtp_n,99.84756097560977,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2012,s_treat_wtp_n,99.70887918486171,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2013,s_treat_wtp_n,99.85775248933145,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2014,s_treat_wtp_n,88.09523809523809,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2015,s_treat_wtp_n,100,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2016,s_treat_wtp_n,100,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2017,s_treat_wtp_n,100,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2018,s_treat_wtp_n,100,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2019,s_treat_wtp_n,100,POL,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2005,s_treat_fstp_n,96.51162790697671,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2006,s_treat_fstp_n,98.8599348534202,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2007,s_treat_fstp_n,99.19743178170144,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2008,s_treat_fstp_n,99.68304278922346,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2009,s_treat_fstp_n,99.8442367601246,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2010,s_treat_fstp_n,99.8452012383901,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2011,s_treat_fstp_n,99.84756097560977,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2012,s_treat_fstp_n,99.70887918486171,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2013,s_treat_fstp_n,99.85775248933145,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2014,s_treat_fstp_n,88.09523809523809,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2015,s_treat_fstp_n,100,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2016,s_treat_fstp_n,100,POL,Treated at faecal sludge treatment plant,national,FS treatment
ES,Admin,2017,s_treat_fstp_n,100,POL,Treated at faecal sludge treatment plant,national,FS treatment
CEN,Census,2002,s_imp_u,95.7,POL,Improved,urban,user interface
CEN,Census,2011,s_imp_u,97.6,POL,Improved,urban,user interface
HBS,Survey,2012,s_imp_u,97.9,POL,Improved,urban,user interface
EU SILC,Admin,2012,s_imp_u,98.85,POL,Improved,urban,user interface
EU SILC,Admin,2013,s_imp_u,99.3,POL,Improved,urban,user interface
EU SILC,Admin,2014,s_imp_u,99.3,POL,Improved,urban,user interface
EU SILC,Admin,2015,s_imp_u,99.2,POL,Improved,urban,user interface
EUSILC,Survey,2017,s_imp_u,99.3,POL,Improved,urban,user interface
CEN,Census,2002,s_sew_u,84.4,POL,Sewer,urban,user interface
CEN,Census,2011,s_sew_u,86.3,POL,Sewer,urban,user interface
EU SILC,Admin,2012,s_sew_u,87.40527663934427,POL,Sewer,urban,user interface
EUSILC,Survey,2017,s_sew_u,87.8031762295082,POL,Sewer,urban,user interface
CEN,Census,2002,s_sep_u,11.3,POL,Septic,urban,user interface
CEN,Census,2011,s_sep_u,11.3,POL,Septic,urban,user interface
EU SILC,Admin,2012,s_sep_u,11.444723360655743,POL,Septic,urban,user interface
EUSILC,Survey,2017,s_sep_u,11.4968237704918,POL,Septic,urban,user interface
CEN,Census,2002,s_imp_r,79.7,POL,Improved,rural,user interface
CEN,Census,2011,s_imp_r,89.80000000000001,POL,Improved,rural,user interface
HBS,Survey,2012,s_imp_r,96,POL,Improved,rural,user interface
EU SILC,Admin,2012,s_imp_r,95.8,POL,Improved,rural,user interface
EU SILC,Admin,2013,s_imp_r,97.1,POL,Improved,rural,user interface
EU SILC,Admin,2014,s_imp_r,97.4,POL,Improved,rural,user interface
EU SILC,Admin,2015,s_imp_r,97.9,POL,Improved,rural,user interface
EUSILC,Survey,2017,s_imp_r,98,POL,Improved,rural,user interface
CEN,Census,2002,s_sew_r,14.3,POL,Sewer,rural,user interface
CEN,Census,2011,s_sew_r,22.9,POL,Sewer,rural,user interface
EU SILC,Admin,2012,s_sew_r,24.43006681514476,POL,Sewer,rural,user interface
EUSILC,Survey,2017,s_sew_r,24.991091314031177,POL,Sewer,rural,user interface
CEN,Census,2002,s_sep_r,65.4,POL,Septic,rural,user interface
CEN,Census,2011,s_sep_r,66.9,POL,Septic,rural,user interface
EU SILC,Admin,2012,s_sep_r,71.36993318485523,POL,Septic,rural,user interface
EUSILC,Survey,2017,s_sep_r,73.00890868596882,POL,Septic,rural,user interface
ES,Admin,2005,s_treat_wtp_n,65.53846153846153,PRT,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2006,s_treat_wtp_n,51.60390516039052,PRT,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2007,s_treat_wtp_n,73.91304347826086,PRT,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2008,s_treat_wtp_n,74.28571428571429,PRT,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2009,s_treat_wtp_n,78.92503536067892,PRT,Treated at wastewater treatment plant,national,WW treatment
REA,Admin,2012,s_treat_wtp_n,88.6,PRT,Treated at wastewater treatment plant,national,WW treatment
ERSA1,Admin,2014,s_treat_wtp_n,89.4,PRT,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2017,s_treat_wtp_n,92.25068119891009,PRT,Treated at wastewater treatment plant,national,WW treatment
CEN,Census,2001,s_imp_u,98.82071564283422,PRT,Improved,urban,user interface
CEN,Census,2011,s_imp_u,99.9,PRT,Improved,urban,user interface
EU SILC,Admin,2012,s_imp_u,99.55,PRT,Improved,urban,user interface
EU SILC,Admin,2013,s_imp_u,99.7,PRT,Improved,urban,user interface
EU SILC,Admin,2014,s_imp_u,99.65,PRT,Improved,urban,user interface
EU SILC,Admin,2015,s_imp_u,99.6,PRT,Improved,urban,user interface
CEN,Census,2001,s_sew_u,82.32536333802156,PRT,Sewer,urban,user interface
CEN,Census,2001,s_sep_u,13.7220688852934,PRT,Septic,urban,user interface
CEN,Census,2001,s_lat_u,2.7732834195192595,PRT,Latrines and other improved,urban,user interface
CEN,Census,2011,s_lat_u,0.09999999999999432,PRT,Latrines and other improved,urban,user interface
EU SILC,Admin,2012,s_lat_u,0.4500000000000029,PRT,Latrines and other improved,urban,user interface
EU SILC,Admin,2013,s_lat_u,0.29999999999999716,PRT,Latrines and other improved,urban,user interface
EU SILC,Admin,2014,s_lat_u,0.3499999999999943,PRT,Latrines and other improved,urban,user interface
EU SILC,Admin,2015,s_lat_u,0.4000000000000057,PRT,Latrines and other improved,urban,user interface
EU SILC,Admin,2012,s_shared_u,0.4036326942482341,PRT,Shared,urban,sharing
CEN,Census,2001,s_imp_r,96.21681975406008,PRT,Improved,rural,user interface
CEN,Census,2011,s_imp_r,99.53,PRT,Improved,rural,user interface
EU SILC,Admin,2012,s_imp_r,98.85,PRT,Improved,rural,user interface
EU SILC,Admin,2013,s_imp_r,99.2,PRT,Improved,rural,user interface
EU SILC,Admin,2014,s_imp_r,99.75,PRT,Improved,rural,user interface
EU SILC,Admin,2015,s_imp_r,99.2,PRT,Improved,rural,user interface
CEN,Census,2001,s_sew_r,31.046380551114616,PRT,Sewer,rural,user interface
CEN,Census,2001,s_sep_r,59.49706183644866,PRT,Septic,rural,user interface
CEN,Census,2001,s_lat_r,5.673377366496794,PRT,Latrines and other improved,rural,user interface
CEN,Census,2011,s_lat_r,0.5,PRT,Latrines and other improved,rural,user interface
EU SILC,Admin,2012,s_lat_r,1.1500000000000057,PRT,Latrines and other improved,rural,user interface
EU SILC,Admin,2013,s_lat_r,0.7999999999999972,PRT,Latrines and other improved,rural,user interface
EU SILC,Admin,2014,s_lat_r,0.25,PRT,Latrines and other improved,rural,user interface
EU SILC,Admin,2015,s_lat_r,0.7999999999999972,PRT,Latrines and other improved,rural,user interface
EU SILC,Admin,2012,s_shared_r,0.2047082906857728,PRT,Shared,rural,sharing
CEN,Census,2000,s_imp_n,97.05,PRI,Improved,national,user interface
ACS,Survey with microdata,2008,s_imp_n,99.646055,PRI,Improved,national,user interface
ACS,Survey with microdata,2009,s_imp_n,99.69852,PRI,Improved,national,user interface
AAA,Other,2010,s_imp_n,99.79105,PRI,Improved,national,user interface
ACS,Survey with microdata,2011,s_imp_n,99.711895,PRI,Improved,national,user interface
